Region,Owner,ImageId,Name,CreationDate
us-east-1,ubuntu,ami-052d890863c5fcd4d,ubuntu-minimal/images-testing/hvm-ssd-gp3/ubuntu-noble-daily-amd64-minimal-20250625,2025-06-25T13:23:57.000Z
us-east-1,ubuntu,ami-0cd939e559dc051ee,ubuntu-eks-pro/k8s_1.33/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250827,2025-08-27T13:50:31.000Z
us-east-1,ubuntu,ami-0ec964215889add73,ubuntu-pro-server/images/hvm-ssd/ubuntu-jammy-22.04-amd64-pro-server-20250709,2025-07-09T06:50:57.000Z
us-east-1,ubuntu,ami-03d34520e95c59219,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-mantic-23.10-amd64-minimal-20231207,2023-12-07T17:55:10.000Z
us-east-1,ubuntu,ami-00454a5fbfdac2654,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-amd64-server-20250608,2025-06-08T03:37:08.000Z
us-east-1,ubuntu,ami-0204ebedad9848f40,ubuntu-eks/k8s_1.23/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20240201,2024-02-01T14:52:43.000Z
us-east-1,ubuntu,ami-0cc4e3427a2d4e695,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-arm64-server-20250811,2025-08-11T04:00:31.000Z
us-east-1,ubuntu,ami-0c763057a5ef43770,ubuntu-eks/k8s_1.23/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20231129,2023-11-29T21:42:47.000Z
us-east-1,ubuntu,ami-0141772d9e60b07da,ubuntu/images/hvm-ssd/ubuntu-jammy-22.04-arm64-server-20250617,2025-06-17T06:49:56.000Z
us-east-1,ubuntu,ami-09c1bfaee3537a573,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-mantic-23.10-amd64-minimal-20240529,2024-05-29T16:17:19.000Z
us-east-1,ubuntu,ami-050c186cdef673c5f,ubuntu-eks/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250729,2025-07-29T14:18:16.000Z
us-east-1,ubuntu,ami-049825ff47683c3c2,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-noble-daily-amd64-server-20250610,2025-06-10T10:40:24.000Z
us-east-1,ubuntu,ami-0dc39bba1238efb10,ubuntu-minimal/images/hvm-ssd/ubuntu-jammy-22.04-arm64-minimal-20250803,2025-08-03T18:43:27.000Z
us-east-1,ubuntu,ami-0a97f2df717c7f4c6,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-noble-daily-amd64-server-20250821,2025-08-21T11:30:16.000Z
us-east-1,ubuntu,ami-010d939135645c359,ubuntu-eks-pro/k8s_1.30/images/hvm-ssd/ubuntu-jammy-22.04-arm64-server-20250821,2025-08-21T19:56:54.000Z
us-east-1,ubuntu,ami-05998db572bb53e73,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-amd64-pro-minimal-20250612,2025-06-12T18:51:47.000Z
us-east-1,ubuntu,ami-070ed18a8351c8e2a,ubuntu-pro-server/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-pro-server-20250516,2025-05-16T10:31:56.000Z
us-east-1,ubuntu,ami-051b92041ba768c8c,ubuntu-eks/k8s_1.25/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20250401,2025-04-01T20:17:57.000Z
us-east-1,ubuntu,ami-0b0ecab39e3c71b04,ubuntu-eks-pro/k8s_1.28/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20250502,2025-05-02T20:22:45.000Z
us-east-1,ubuntu,ami-05b6128c16ec8cac1,ubuntu-eks/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250516,2025-05-16T13:10:10.000Z
us-east-1,ubuntu,ami-0302daf90b6ab74f1,ubuntu-minimal/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-amd64-minimal-20250809,2025-08-09T08:18:38.000Z
us-east-1,ubuntu,ami-053bf3304ad68dfe9,ubuntu-pro-server/images/hvm-ssd/ubuntu-jammy-22.04-arm64-pro-server-20250624,2025-06-24T06:46:08.000Z
us-east-1,ubuntu,ami-059f7424a4b8d0f24,ubuntu-eks/k8s_1.28/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20250530,2025-05-30T20:21:05.000Z
us-east-1,ubuntu,ami-09bf1e83f45a97282,ubuntu-eks/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-server-20250827,2025-08-27T13:45:35.000Z
us-east-1,ubuntu,ami-0fbac8ca2062a4690,ubuntu-eks/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250724,2025-07-24T16:00:38.000Z
us-east-1,ubuntu,ami-0f06ba4193da04440,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-mantic-23.10-arm64-minimal-20240223,2024-02-23T17:05:13.000Z
us-east-1,ubuntu,ami-049dc66066d366493,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-arm64-pro-minimal-20241115,2024-11-15T09:42:10.000Z
us-east-1,ubuntu,ami-0866db9bd4f063462,ubuntu/images/hvm-ssd-gp3/ubuntu-mantic-23.10-arm64-server-20240606,2024-06-06T03:26:04.000Z
us-east-1,ubuntu,ami-088ffa1612f42af4c,ubuntu-eks/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250623,2025-06-23T13:18:04.000Z
us-east-1,ubuntu,ami-03a5930883114ddd2,ubuntu-eks/k8s_1.31/images/hvm-ssd/ubuntu-jammy-22.04-amd64-server-20250630,2025-06-30T19:07:02.000Z
us-east-1,ubuntu,ami-09b96e1c5eacbec56,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-amd64-pro-minimal-20250624,2025-06-24T19:07:05.000Z
us-east-1,ubuntu,ami-0d59dc9263108d5fe,ubuntu-pro-server/images/hvm-ssd/ubuntu-jammy-22.04-amd64-pro-server-20250702,2025-07-02T06:44:52.000Z
us-east-1,ubuntu,ami-084d9ee1979dc166e,ubuntu-minimal/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-amd64-minimal-20250509,2025-05-09T07:57:43.000Z
us-east-1,ubuntu,ami-0cec535ec52a615dc,ubuntu-eks/k8s_1.24/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20231118,2023-11-18T06:57:08.000Z
us-east-1,ubuntu,ami-0a2667b86dba261ca,ubuntu-eks-pro/k8s_1.27/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20250502,2025-05-02T20:25:28.000Z
us-east-1,ubuntu,ami-045e6090c0885e40c,ubuntu-eks-pro/k8s_1.31/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250624,2025-06-24T15:20:31.000Z
us-east-1,ubuntu,ami-0c4f6586f69aef6ae,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-amd64-server-20250517,2025-05-17T03:36:04.000Z
us-east-1,ubuntu,ami-0027be334407f9979,ubuntu-eks/k8s_1.24/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20231213.1,2023-12-13T15:06:55.000Z
us-east-1,ubuntu,ami-090f725f6624113c2,ubuntu-eks/k8s_1.23/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20240208,2024-02-08T07:11:55.000Z
us-east-1,ubuntu,ami-0f6a202861f7f12a8,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-amd64-pro-minimal-20250216,2025-02-18T10:42:43.000Z
us-east-1,ubuntu,ami-0475c8790da35a32e,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-amd64-pro-minimal-20241217,2024-12-18T00:43:55.000Z
us-east-1,ubuntu,ami-0d6278a237a3e8b90,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-mantic-23.10-arm64-minimal-20231030,2023-10-30T16:40:56.000Z
us-east-1,ubuntu,ami-01ab051d2fb378ce0,ubuntu-minimal/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-amd64-minimal-20250520,2025-05-20T08:16:26.000Z
us-east-1,ubuntu,ami-064a91643a641e02d,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-arm64-server-20250522,2025-05-22T03:42:21.000Z
us-east-1,ubuntu,ami-069429117b2f17b0e,ubuntu-eks/k8s_1.24/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20231101,2023-11-01T08:34:57.000Z
us-east-1,ubuntu,ami-007aa157b36037022,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-mantic-23.10-amd64-minimal-20240206,2024-02-06T16:11:21.000Z
us-east-1,ubuntu,ami-0906a9ffbc6bfd74d,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-mantic-23.10-amd64-minimal-20240611,2024-06-11T16:49:04.000Z
us-east-1,ubuntu,ami-0e73bdafad54270a1,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-amd64-pro-minimal-20250501,2025-05-01T23:24:13.000Z
us-east-1,ubuntu,ami-0082411da4e795038,ubuntu-eks-pro/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250516,2025-05-16T13:20:34.000Z
us-east-1,ubuntu,ami-073a5b3e377ab5efd,ubuntu-eks-pro/k8s_1.31/images/hvm-ssd/ubuntu-jammy-22.04-amd64-server-20250501,2025-05-01T23:31:00.000Z
us-east-1,ubuntu,ami-06423524f74abe79e,ubuntu-eks-pro/k8s_1.33/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-server-20250613,2025-06-13T13:33:58.000Z
us-east-1,ubuntu,ami-0ec2f7b6dc15cfd2e,ubuntu-eks/k8s_1.29/images/hvm-ssd/ubuntu-jammy-22.04-arm64-server-20250709,2025-07-09T19:33:26.000Z
us-east-1,ubuntu,ami-06c6b6686e8e8380c,ubuntu-eks/k8s_1.29/images/hvm-ssd/ubuntu-jammy-22.04-amd64-server-20250709,2025-07-09T19:33:59.000Z
us-east-1,ubuntu,ami-02a3a7bc0190ee0aa,ubuntu-eks-pro/k8s_1.33/images/hvm-ssd/ubuntu-jammy-22.04-amd64-server-20250713,2025-07-13T19:06:52.000Z
us-east-1,ubuntu,ami-0fb0b230890ccd1e6,ubuntu/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20250624,2025-06-25T05:33:11.000Z
us-east-1,ubuntu,ami-01cedc76a444a7939,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-amd64-pro-minimal-20250718,2025-07-18T19:41:51.000Z
us-east-1,ubuntu,ami-0e1f46469b7aa2502,ubuntu/images/hvm-ssd-gp3/ubuntu-mantic-23.10-arm64-server-20240208,2024-02-08T03:21:07.000Z
us-east-1,ubuntu,ami-055a2fd852d4ea47d,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-plucky-25.04-amd64-minimal-20250606,2025-06-06T17:15:58.000Z
us-east-1,ubuntu,ami-050127f5b8b5cff08,ubuntu-eks/k8s_1.29/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20250603,2025-06-03T15:55:03.000Z
us-east-1,ubuntu,ami-0ee1c717adf90dcf5,ubuntu-eks/k8s_1.23/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20231006,2023-10-06T08:27:58.000Z
us-east-1,ubuntu,ami-05eda17403f0949ea,ubuntu/images/hvm-ssd-gp3/ubuntu-mantic-23.10-arm64-server-20240322,2024-03-22T03:37:23.000Z
us-east-1,ubuntu,ami-0632574f0f03f1db6,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-minimal-20250821,2025-08-21T13:47:35.000Z
us-east-1,ubuntu,ami-0122e953f41952f2f,ubuntu-eks-pro/k8s_1.30/images/hvm-ssd/ubuntu-jammy-22.04-amd64-server-20250510,2025-05-10T19:22:33.000Z
us-east-1,ubuntu,ami-0fa2a77cc9603d156,ubuntu-eks-pro/k8s_1.29/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20250828,2025-08-28T17:31:44.000Z
us-east-1,ubuntu,ami-01e7c301206037b17,ubuntu-minimal/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-arm64-minimal-20250618,2025-06-18T08:04:50.000Z
us-east-1,ubuntu,ami-03f32b98f730d9266,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-plucky-daily-amd64-server-20250828,2025-08-28T09:07:57.000Z
us-east-1,ubuntu,ami-095053fe3496aaaa2,ubuntu-pro-server/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-pro-server-20250610,2025-06-10T10:37:57.000Z
us-east-1,ubuntu,ami-0da84f388a19343bf,ubuntu-eks/k8s_1.24/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20230922,2023-09-22T08:21:09.000Z
us-east-1,ubuntu,ami-0ce3a814b9c910239,ubuntu-pro-server/images/hvm-ssd/ubuntu-jammy-22.04-arm64-pro-server-20250730,2025-07-30T07:06:27.000Z
us-east-1,ubuntu,ami-0523ec92527c07187,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-mantic-23.10-arm64-minimal-20231116,2023-11-16T16:16:36.000Z
us-east-1,ubuntu,ami-00c8f89961198e9a5,ubuntu/images/hvm-ssd-gp3/ubuntu-mantic-23.10-amd64-server-20240301,2024-03-01T03:15:33.000Z
us-east-1,ubuntu,ami-08023a398e869a7e7,ubuntu-minimal/imagestesting/hvm-ssdubuntu-jammyNone-daily-arm64-minimal-20240403,2024-04-04T20:04:38.000Z
us-east-1,ubuntu,ami-00143eaeb568f9e1d,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-arm64-pro-minimal-20241112,2024-11-12T23:40:17.000Z
us-east-1,ubuntu,ami-08a9ceaafb5653a51,ubuntu-eks/k8s_1.24/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20231128,2023-11-28T07:11:39.000Z
us-east-1,ubuntu,ami-098c4158714176ec5,ubuntu-eks/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-server-20250724,2025-07-24T16:00:32.000Z
us-east-1,ubuntu,ami-0a5e7383eb2ac5aab,ubuntu-minimal/images/hvm-ssd/ubuntu-jammy-22.04-amd64-minimal-20250613,2025-06-13T18:59:37.000Z
us-east-1,ubuntu,ami-005207f214a599b48,ubuntu-eks/k8s_1.23/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20240201,2024-02-01T08:31:25.000Z
us-east-1,ubuntu,ami-03e9dff12e3da9877,ubuntu/images-testing/hvm-ssd/ubuntu-jammy-daily-amd64-server-20250822,2025-08-22T06:56:26.000Z
us-east-1,ubuntu,ami-0da25d38646431cd4,ubuntu/images-testing/hvm-ssd/ubuntu-jammy-daily-arm64-server-20250712,2025-07-12T06:55:03.000Z
us-east-1,ubuntu,ami-036a4cba02f62ab77,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-mantic-23.10-arm64-minimal-20240125,2024-01-25T16:11:42.000Z
us-east-1,ubuntu,ami-080bad176ea25f825,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-plucky-25.04-arm64-minimal-20250828,2025-08-28T07:38:17.000Z
us-east-1,ubuntu,ami-048527fe6238e3df3,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-oracular-24.10-amd64-minimal-20250701,2025-07-01T17:23:33.000Z
us-east-1,ubuntu,ami-07bc09e839dfb9fab,ubuntu-eks-pro/k8s_1.28/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20250527,2025-05-27T20:19:17.000Z
us-east-1,ubuntu,ami-0a7337de217130ca4,ubuntu-eks/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250725,2025-07-25T13:38:46.000Z
us-east-1,ubuntu,ami-0adeca7060d0224c2,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-amd64-server-20250808,2025-08-08T04:01:38.000Z
us-east-1,ubuntu,ami-0d54e2f89dcac0937,ubuntu-minimal/images-testing/hvm-ssd-gp3/ubuntu-noble-daily-arm64-minimal-20250821,2025-08-21T13:45:02.000Z
us-east-1,ubuntu,ami-099005b558932e6b3,ubuntu-pro-server/images/hvm-ssd/ubuntu-jammy-22.04-arm64-pro-server-20250615,2025-06-15T06:43:39.000Z
us-east-1,ubuntu,ami-031c25fc669b124b5,ubuntu-minimal/images-testing/hvm-ssd-gp3/ubuntu-noble-daily-amd64-minimal-20250821,2025-08-21T13:45:02.000Z
us-east-1,ubuntu,ami-0c1080545c0189b71,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-arm64-server-20250608,2025-06-08T03:38:06.000Z
us-east-1,ubuntu,ami-057f499def04df18c,ubuntu-eks-pro/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-server-20250725,2025-07-25T13:41:46.000Z
us-east-1,ubuntu,ami-0025584dae46cb43e,ubuntu/images/hvm-ssd-gp3/ubuntu-mantic-23.10-arm64-server-20231027,2023-10-27T07:22:16.000Z
us-east-1,ubuntu,ami-04081f0b1abb9e44a,ubuntu/images/hvm-ssd-gp3/ubuntu-mantic-23.10-amd64-server-20240223,2024-02-23T04:01:11.000Z
us-east-1,ubuntu,ami-02029c87fa31fb148,ubuntu/images/hvm-ssd/ubuntu-jammy-22.04-amd64-server-20250425,2025-04-25T07:01:24.000Z
us-east-1,ubuntu,ami-0dc9e4464e49a7e78,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-noble-daily-arm64-server-20250821,2025-08-21T11:31:13.000Z
us-east-1,ubuntu,ami-0fc5f6df0bbe49b74,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-arm64-pro-minimal-20250501,2025-05-01T23:13:31.000Z
us-east-1,ubuntu,ami-049b6dce82800fc3e,ubuntu-pro-server/images/hvm-ssd/ubuntu-jammy-22.04-amd64-pro-server-20250615,2025-06-15T06:45:45.000Z
us-east-1,ubuntu,ami-06ec1c16f31d3673e,ubuntu-eks/k8s_1.23/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20231209,2023-12-09T08:53:39.000Z
us-east-1,ubuntu,ami-05b05b72e84e06050,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-minimal-20250615,2025-06-15T13:00:32.000Z
us-east-1,ubuntu,ami-048649ce30d58594c,ubuntu-eks/k8s_1.23/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20230922,2023-09-22T08:57:00.000Z
us-east-1,ubuntu,ami-0d267d4876b30cabf,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-amd64-pro-minimal-20241115,2024-11-15T09:43:05.000Z
us-east-1,ubuntu,ami-061b0d3c65b0318f8,ubuntu-eks-pro/k8s_1.28/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20250719,2025-07-19T11:23:04.000Z
us-east-1,ubuntu,ami-06fd2eb1fbdffa875,ubuntu-eks-pro/k8s_1.29/images/hvm-ssd/ubuntu-jammy-22.04-arm64-server-20250530,2025-05-30T19:21:39.000Z
us-east-1,ubuntu,ami-0266937c7ed5a7c9e,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-mantic-23.10-arm64-minimal-20231207,2023-12-07T17:57:35.000Z
us-east-1,ubuntu,ami-02d3a9f04a3d4d61d,ubuntu-minimal/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-arm64-minimal-20250527,2025-05-27T08:03:20.000Z
us-east-1,ubuntu,ami-056de8ced9ada64e8,ubuntu-eks/k8s_1.23/images/hvm-ssd/ubuntu-focal-20.04-arm64-server-20240127,2024-01-27T07:35:51.000Z
us-east-1,ubuntu,ami-0732b130d8e063cf4,ubuntu-eks/k8s_1.31/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-server-20250729,2025-07-29T14:14:31.000Z
us-east-1,ubuntu,ami-07fd08aad95a03016,ubuntu/images/hvm-ssd/ubuntu-jammy-22.04-amd64-server-20250819,2025-08-19T07:08:55.000Z
us-east-1,ubuntu,ami-0c38c4c92990b6f69,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-noble-daily-amd64-server-20250822,2025-08-22T10:59:05.000Z
us-east-1,ubuntu,ami-09a79c5e9affc039b,ubuntu-eks-pro/k8s_1.31/images/hvm-ssd/ubuntu-jammy-22.04-arm64-server-20250625,2025-06-25T19:03:22.000Z
us-east-1,ubuntu,ami-013d7b432c9697a84,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-amd64-pro-minimal-20250128,2025-01-28T23:50:51.000Z
us-east-1,ubuntu,ami-0e731ca819afe7eae,ubuntu-pro-fips-updates-server/images/hvm-ssd/ubuntu-jammy-22.04-arm64-pro-fips-updates-server-20250128,2025-01-28T03:43:57.000Z
us-east-1,ubuntu,ami-0242ff91814ae2701,ubuntu-pro-server/images/hvm-ssd/ubuntu-focal-20.04-amd64-pro-server-20250508.1,2025-05-08T14:58:32.000Z
us-east-1,ubuntu,ami-0141c0386c4bc986f,ubuntu-eks-pro/k8s_1.33/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-server-20250725,2025-07-25T13:41:47.000Z
us-east-1,ubuntu,ami-03eddb77fe3da1086,ubuntu-eks-pro/k8s_1.30/images/hvm-ssd/ubuntu-jammy-22.04-arm64-server-20250828,2025-08-28T19:14:17.000Z
us-east-1,ubuntu,ami-0a7f1088367c1e267,ubuntu-pro-server/images/hvm-ssd/ubuntu-jammy-22.04-amd64-pro-server-20250624,2025-06-24T06:47:12.000Z
us-east-1,ubuntu,ami-0bda9684fdc29216f,ubuntu-eks/k8s_1.29/images/hvm-ssd/ubuntu-jammy-22.04-arm64-server-20250515,2025-05-15T19:05:47.000Z
us-east-1,ubuntu,ami-0c889559e28efe21a,ubuntu/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-amd64-server-20250513,2025-05-13T03:41:05.000Z
us-east-1,ubuntu,ami-0cb7c6fb6b8295cf5,ubuntu-minimal/images/hvm-ssd/ubuntu-lunar-23.04-amd64-minimal-20230919,2023-09-19T22:58:22.000Z
us-east-1,ubuntu,ami-0c58988ab95cce675,ubuntu-eks/k8s_1.32/images/hvm-ssd-gp3/ubuntu-noble-24.04-arm64-server-20250725,2025-07-25T13:37:38.000Z
us-east-1,ubuntu,ami-0a32be9d801318c36,ubuntu-eks/k8s_1.25/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20250425,2025-04-25T22:43:59.000Z
us-east-1,ubuntu,ami-0a0e46d01b6ec0477,ubuntu-eks/k8s_1.24/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20230922,2023-09-22T08:22:06.000Z
us-east-1,ubuntu,ami-0a6932ec8e695eacb,ubuntu-eks-pro/k8s_1.29/images/hvm-ssd/ubuntu-focal-20.04-amd64-server-20250530,2025-05-30T20:14:25.000Z
us-east-1,ubuntu,ami-08b131df31ef2f663,ubuntu-pro-server/images/hvm-ssd/ubuntu-bionic-18.04-arm64-pro-server-20250620,2025-06-20T14:05:31.000Z
us-east-1,ubuntu,ami-0c223d12527513a42,ubuntu-minimal/images/hvm-ssd/ubuntu-lunar-23.04-arm64-minimal-20231025,2023-10-26T01:51:05.000Z
us-east-1,ubuntu,ami-0f8a40ee51502c73d,ubuntu-pro-server/images/hvm-ssd/ubuntu-bionic-18.04-amd64-pro-server-20250709,2025-07-09T14:04:58.000Z
us-east-1,ubuntu,ami-06ffde513faf2a971,ubuntu-minimal/images/hvm-ssd-gp3/ubuntu-plucky-25.04-amd64-minimal-20250415,2025-04-15T07:47:43.000Z
us-east-1,ubuntu,ami-0a065d497214c83d9,ubuntu-pro-minimal/images/hvm-ssd/ubuntu-jammy-arm64-pro-minimal-20250227,2025-02-28T00:43:16.000Z
us-east-1,ubuntu,ami-0ab61a95caed54865,ubuntu-eks-pro/k8s_1.31/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250725,2025-07-25T13:43:26.000Z
us-east-1,ubuntu,ami-09b2701695676705d,ubuntu/images/hvm-ssd/ubuntu-lunar-23.04-arm64-server-20240117,2024-01-18T01:05:34.000Z
us-east-1,ubuntu,ami-04b3c6ab0646ff4e6,ubuntu-pro-server/images/hvm-ssd/ubuntu-focal-20.04-arm64-pro-server-20250508.1,2025-05-08T14:58:34.000Z
us-east-1,ubuntu,ami-0788ef299bdb876ca,ubuntu-minimal/images-testing/hvm-ssd-gp3/ubuntu-questing-daily-amd64-minimal-20250525,2025-05-25T07:54:55.000Z
us-east-1,ubuntu,ami-0d6429b888892aaf3,ubuntu-eks/k8s_1.31/images/hvm-ssd-gp3/ubuntu-noble-24.04-amd64-server-20250827,2025-08-27T13:40:37.000Z
us-east-1,ubuntu,ami-0f27ad6b7d2cab468,ubuntu/images/hvm-ssd-gp3/ubuntu-mantic-23.10-amd64-server-20231121,2023-11-21T06:07:31.000Z
